image,perturb,params,fg_iou,bg_iou,miou,fg_change(1-iou),bg_change(1-iou),miou_change(1-iou)
2010_000685.png,gaussian,gaussian_std5.0,0.424408,0.703517,0.563962,0.575592,0.296483,0.436038
2010_000788.png,gaussian,gaussian_std5.0,0.399852,0.758344,0.579098,0.600148,0.241656,0.420902
2010_000847.png,gaussian,gaussian_std5.0,0.296793,0.867221,0.582007,0.703207,0.132779,0.417993
2010_000907.png,gaussian,gaussian_std5.0,0.821669,0.956879,0.889274,0.178331,0.043121,0.110726
2010_000952.png,gaussian,gaussian_std5.0,0.503147,0.743900,0.623523,0.496853,0.256100,0.376477
2010_001011.png,gaussian,gaussian_std5.0,0.464404,0.742092,0.603248,0.535596,0.257908,0.396752
2010_001061.png,gaussian,gaussian_std5.0,0.361043,0.968881,0.664962,0.638957,0.031119,0.335038
2010_001124.png,gaussian,gaussian_std5.0,0.321907,0.916646,0.619276,0.678093,0.083354,0.380724
2010_001154.png,gaussian,gaussian_std5.0,0.445972,0.557142,0.501557,0.554028,0.442858,0.498443
2010_001195.png,gaussian,gaussian_std5.0,0.501895,0.926992,0.714443,0.498105,0.073008,0.285557
2010_001251.png,gaussian,gaussian_std5.0,0.729348,0.890198,0.809773,0.270652,0.109802,0.190227
2010_001256.png,gaussian,gaussian_std5.0,0.102818,0.956316,0.529567,0.897182,0.043684,0.470433
2010_001264.png,gaussian,gaussian_std5.0,0.438469,0.783293,0.610881,0.561531,0.216707,0.389119
2010_001279.png,gaussian,gaussian_std5.0,0.620309,0.943993,0.782151,0.379691,0.056007,0.217849
2010_001331.png,gaussian,gaussian_std5.0,0.596131,0.739293,0.667712,0.403869,0.260707,0.332288
2010_001386.png,gaussian,gaussian_std5.0,0.587194,0.810785,0.698990,0.412806,0.189215,0.301010
2010_001448.png,gaussian,gaussian_std5.0,0.677884,0.940167,0.809026,0.322116,0.059833,0.190974
2010_001522.png,gaussian,gaussian_std5.0,0.633708,0.838790,0.736249,0.366292,0.161210,0.263751
2010_001534.png,gaussian,gaussian_std5.0,0.476959,0.800698,0.638829,0.523041,0.199302,0.361171
2010_001577.png,gaussian,gaussian_std5.0,0.591551,0.897890,0.744721,0.408449,0.102110,0.255279
