Val confusion matrix [[tn, fp], [fn, tp]]: [[4220760, 192145], [551372, 49227]]
Val metrics: {'tp': 49227, 'fp': 192145, 'fn': 551372, 'tn': 4220760, 'accuracy': 0.8517, 'precision': 0.2039, 'recall': 0.082, 'f1': 0.1169, 'dice_fg': 0.1169, 'iou_fg': 0.0621, 'iou_bg': 0.8502, 'miou': 0.4562}
Epoch 1: val mIoU=0.2776 best=0.2776 patience=0
Val confusion matrix [[tn, fp], [fn, tp]]: [[4138269, 274636], [527599, 73000]]
Val metrics: {'tp': 73000, 'fp': 274636, 'fn': 527599, 'tn': 4138269, 'accuracy': 0.84, 'precision': 0.21, 'recall': 0.1215, 'f1': 0.154, 'dice_fg': 0.154, 'iou_fg': 0.0834, 'iou_bg': 0.8376, 'miou': 0.4605}
Epoch 2: val mIoU=0.2866 best=0.2866 patience=0
Val confusion matrix [[tn, fp], [fn, tp]]: [[4116431, 296474], [524535, 76064]]
Val metrics: {'tp': 76064, 'fp': 296474, 'fn': 524535, 'tn': 4116431, 'accuracy': 0.8362, 'precision': 0.2042, 'recall': 0.1266, 'f1': 0.1563, 'dice_fg': 0.1563, 'iou_fg': 0.0848, 'iou_bg': 0.8337, 'miou': 0.4593}
Epoch 3: val mIoU=0.2913 best=0.2913 patience=0
Val confusion matrix [[tn, fp], [fn, tp]]: [[4092671, 320234], [519408, 81191]]
Val metrics: {'tp': 81191, 'fp': 320234, 'fn': 519408, 'tn': 4092671, 'accuracy': 0.8325, 'precision': 0.2023, 'recall': 0.1352, 'f1': 0.1621, 'dice_fg': 0.1621, 'iou_fg': 0.0882, 'iou_bg': 0.8298, 'miou': 0.459}
Epoch 4: val mIoU=0.2975 best=0.2975 patience=0
Val confusion matrix [[tn, fp], [fn, tp]]: [[4093315, 319590], [520271, 80328]]
Val metrics: {'tp': 80328, 'fp': 319590, 'fn': 520271, 'tn': 4093315, 'accuracy': 0.8325, 'precision': 0.2009, 'recall': 0.1337, 'f1': 0.1606, 'dice_fg': 0.1606, 'iou_fg': 0.0873, 'iou_bg': 0.8298, 'miou': 0.4585}
Epoch 5: val mIoU=0.3085 best=0.3085 patience=0
