image,perturb,params,fg_iou,bg_iou,miou,fg_change(1-iou),bg_change(1-iou),miou_change(1-iou)
2010_000685.png,gaussian,gaussian_std2.0,0.593812,0.697280,0.645546,0.406188,0.302720,0.354454
2010_000788.png,gaussian,gaussian_std2.0,0.464819,0.742475,0.603647,0.535181,0.257525,0.396353
2010_000847.png,gaussian,gaussian_std2.0,0.281851,0.866122,0.573987,0.718149,0.133878,0.426013
2010_000907.png,gaussian,gaussian_std2.0,0.788652,0.946269,0.867460,0.211348,0.053731,0.132540
2010_000952.png,gaussian,gaussian_std2.0,0.602654,0.748259,0.675457,0.397346,0.251741,0.324543
2010_001011.png,gaussian,gaussian_std2.0,0.652912,0.717727,0.685319,0.347088,0.282273,0.314681
2010_001061.png,gaussian,gaussian_std2.0,0.369618,0.934310,0.651964,0.630382,0.065690,0.348036
2010_001124.png,gaussian,gaussian_std2.0,0.402663,0.886115,0.644389,0.597337,0.113885,0.355611
2010_001154.png,gaussian,gaussian_std2.0,0.707199,0.675887,0.691543,0.292801,0.324113,0.308457
2010_001195.png,gaussian,gaussian_std2.0,0.422116,0.887269,0.654693,0.577884,0.112731,0.345307
2010_001251.png,gaussian,gaussian_std2.0,0.750302,0.890116,0.820209,0.249698,0.109884,0.179791
2010_001256.png,gaussian,gaussian_std2.0,0.249976,0.915160,0.582568,0.750024,0.084840,0.417432
2010_001264.png,gaussian,gaussian_std2.0,0.643973,0.830653,0.737313,0.356027,0.169347,0.262687
2010_001279.png,gaussian,gaussian_std2.0,0.491883,0.859684,0.675784,0.508117,0.140316,0.324216
2010_001331.png,gaussian,gaussian_std2.0,0.387088,0.662161,0.524624,0.612912,0.337839,0.475376
2010_001386.png,gaussian,gaussian_std2.0,0.595365,0.817064,0.706214,0.404635,0.182936,0.293786
2010_001448.png,gaussian,gaussian_std2.0,0.655130,0.942005,0.798567,0.344870,0.057995,0.201433
2010_001522.png,gaussian,gaussian_std2.0,0.440137,0.813558,0.626848,0.559863,0.186442,0.373152
2010_001534.png,gaussian,gaussian_std2.0,0.605736,0.835284,0.720510,0.394264,0.164716,0.279490
2010_001577.png,gaussian,gaussian_std2.0,0.629648,0.901737,0.765692,0.370352,0.098263,0.234308
2010_001706.png,gaussian,gaussian_std2.0,0.562106,0.715380,0.638743,0.437894,0.284620,0.361257
2010_001773.png,gaussian,gaussian_std2.0,0.559642,0.740267,0.649955,0.440358,0.259733,0.350045
2010_001820.png,gaussian,gaussian_std2.0,0.594882,0.889379,0.742131,0.405118,0.110621,0.257869
2010_001849.png,gaussian,gaussian_std2.0,0.681144,0.736097,0.708620,0.318856,0.263903,0.291380
2010_001922.png,gaussian,gaussian_std2.0,0.362768,0.843805,0.603287,0.637232,0.156195,0.396713
2010_001944.png,gaussian,gaussian_std2.0,0.802453,0.806586,0.804520,0.197547,0.193414,0.195480
2010_002025.png,gaussian,gaussian_std2.0,0.765508,0.740941,0.753225,0.234492,0.259059,0.246775
2010_002054.png,gaussian,gaussian_std2.0,0.311753,0.827169,0.569461,0.688247,0.172831,0.430539
2010_002097.png,gaussian,gaussian_std2.0,0.585715,0.772195,0.678955,0.414285,0.227805,0.321045
2010_002154.png,gaussian,gaussian_std2.0,0.715338,0.775141,0.745239,0.284662,0.224859,0.254761
2010_002232.png,gaussian,gaussian_std2.0,0.318590,0.950742,0.634666,0.681410,0.049258,0.365334
2010_002271.png,gaussian,gaussian_std2.0,0.634666,0.832930,0.733798,0.365334,0.167070,0.266202
2010_002286.png,gaussian,gaussian_std2.0,0.478151,0.740864,0.609507,0.521849,0.259136,0.390493
2010_002310.png,gaussian,gaussian_std2.0,0.392124,0.964289,0.678207,0.607876,0.035711,0.321793
2010_002338.png,gaussian,gaussian_std2.0,0.853894,0.972524,0.913209,0.146106,0.027476,0.086791
2010_002348.png,gaussian,gaussian_std2.0,0.861400,0.839045,0.850222,0.138600,0.160955,0.149778
2010_002382.png,gaussian,gaussian_std2.0,0.493036,0.774115,0.633576,0.506964,0.225885,0.366424
2010_002387.png,gaussian,gaussian_std2.0,0.538500,0.793490,0.665995,0.461500,0.206510,0.334005
2010_002390.png,gaussian,gaussian_std2.0,0.611312,0.742176,0.676744,0.388688,0.257824,0.323256
2010_002450.png,gaussian,gaussian_std2.0,0.095941,0.949119,0.522530,0.904059,0.050881,0.477470
2010_002455.png,gaussian,gaussian_std2.0,0.775060,0.856108,0.815584,0.224940,0.143892,0.184416
2010_002531.png,gaussian,gaussian_std2.0,0.817394,0.783401,0.800398,0.182606,0.216599,0.199602
2010_002536.png,gaussian,gaussian_std2.0,0.406002,0.906084,0.656043,0.593998,0.093916,0.343957
2010_002551.png,gaussian,gaussian_std2.0,0.465032,0.712566,0.588799,0.534968,0.287434,0.411201
2010_002573.png,gaussian,gaussian_std2.0,0.545741,0.729266,0.637504,0.454259,0.270734,0.362496
2010_002786.png,gaussian,gaussian_std2.0,0.695676,0.756889,0.726282,0.304324,0.243111,0.273718
2010_002794.png,gaussian,gaussian_std2.0,0.685035,0.945439,0.815237,0.314965,0.054561,0.184763
2010_002868.png,gaussian,gaussian_std2.0,0.799701,0.803655,0.801678,0.200299,0.196345,0.198322
2010_002938.png,gaussian,gaussian_std2.0,0.481923,0.536593,0.509258,0.518077,0.463407,0.490742
